Page,Date,Time_Reported,Time_Occurred,Year,Incident_Type,Incident_Type_Clean,Location,Location_Clean,Address,Synopsis,Disposition,Report_Number,Post_ID,,,,,,,,,,,,
32,"March 18, 2025",04/28/2025 at 8:47 PM,03/18/2025 at 11:30 AM,2025,Larceny,Larceny,Wilson Hall,Wilson Hall,"Wilson Hall, Washington University in St. Louis, MO",Complainant reports theft of bike.,Inactive,250219,17553,,,,,,,,,,,,
32,"March 17, 2025",03/17/2025 at 4:53 PM,03/17/2025 at 9:00 AM,2025,Fraud,Fraud,Lopata House,Lopata House,"Lopata House, Washington University in St. Louis, MO",Complainant reports extortion through social media.,Inactive,250118,17291,,,,,,,,,,,,
32,"March 16, 2025",03/18/2025 at 2:10 PM,03/16/2025 at 8:30 AM,2025,Larceny,Larceny,Danforth Campus,Danforth Campus,"6475 Forsyth Blvd, St. Louis, MO 63105",Complainant reports theft of wallet.,Active,250121,17293,,,,,,,,,,,,
32,"March 13, 2025",03/13/2025 at 8:40 AM,03/13/2025 at 8:40 AM,2025,Trespass,Trespassing,Jolley Hall,Jolley Hall,"Jolley Hall, Washington University in St. Louis, MO",Subject with no WASHU affiliation located on campus.,Cleared By Arrest,240114,17284,,,,,,,,,,,,
32,"March 11, 2025",03/11/2025 at 12:16 AM,03/11/2025 at 12:14 AM,2025,Trespass,Trespassing,Jolley Hall,Jolley Hall,"Jolley Hall, Washington University in St. Louis, MO",Subject with no WASHU affiliation located on campus.,Cleared By Arrest,250112,17282,,,,,,,,,,,,
32,"March 8, 2025",03/08/2025 at 11:35 AM,03/08/2025 at 9:42 AM,2025,Trespass,Trespassing,Dardick House,Dardick House,"Dardick House, Washington University in St. Louis, MO",Subject with no WASHU affiliation located on campus.,Cleared By Arrest,250110,17278,,,,,,,,,,,,
33,"March 5, 2025",03/06/2025 at 4:55 PM,03/05/2025 at 5:30 PM,2025,Assault,Assault,Sumers Rec Center,Sumers Rec Center,"Sumers Rec Center, Washington University in St. Louis, MO",Disturbance resulted in assault.,Referred to Judicial,250109,17275,,,,,,,,,,,,
33,"March 4, 2025",03/04/2025 at 8:53 PM,03/04/2025 at 8:53 PM,2025,Trespass,Trespassing,Charles F. Knight Exec Ed,Charles F Knight Exec Ed,"Charles F Knight Exec Ed, Washington University in St. Louis, MO",Subject with no WASHU affiliation located on campus.,Cleared By Arrest,250107,17245,,,,,,,,,,,,
33,"March 4, 2025",03/04/2025 at 5:48 PM,03/04/2025 at 5:48 PM,2025,Trespass,Trespassing,McKelvey Hall,McKelvey Hall,"McKelvey Hall, Washington University in St. Louis, MO",Subject with no WASHU affiliation located on campus.,Active,250106,17243,,,,,,,,,,,,
33,"March 3, 2025",03/03/2025 at 8:59 PM,03/03/2025 at 8:59 PM,2025,Trespass,Trespassing,Dardick House,Dardick House,"Dardick House, Washington University in St. Louis, MO",Subject with no WASHU affiliation located on campus.,Cleared By Arrest,250104,17240,,,,,,,,,,,,
33,"February 28, 2025",02/28/2025 at 12:11 PM,02/28/2025 at 12:11 PM,2025,Trespass,Trespassing,AB Law,Anheuser-Busch Hall,"Anheuser-Busch Hall (Law School), Washington University in St. Louis, MO",Subject with no WASHU affiliation located on campus.,Cleared By Arrest,250099,17218,,,,,,,,,,,,
33,"February 24, 2025",02/24/2025 at 9:11 PM,02/24/2025 at 9:10 PM,2025,Trespass,Trespassing,Risa Commons,Risa Commons,"Risa Commons, Washington University in St. Louis, MO",Subject with no WUSTL affiliation located on campus.,Cleared By Arrest,250094,17185,,,,,,,,,,,,
33,"February 22, 2025",02/27/2025 at 6:47 PM,02/22/2025 at 4:00 PM,2025,Larceny,Larceny,Myers Hall,Myers Hall,"Myers Hall, Washington University in St. Louis, MO",Complainant reports theft of bike.,Active,250098,17215,,,,,,,,,,,,
33,"February 21, 2025",02/21/2025 at 8:38 PM,02/21/2025 at 8:38 PM,2025,Trespass,Trespassing,Goldfarb Hall,Goldfarb Hall,"Goldfarb Hall, Washington University in St. Louis, MO",Subject with no WUSTL affiliation located on campus.,Cleared By Arrest,250087,17172,,,,,,,,,,,,
33,"February 21, 2025",02/21/2025 at 7:38 AM,02/21/2025 at 7:38 AM,2025,Trespass,Trespassing,Knight Hall,Knight Center,"Knight Center, Washington University in St. Louis, MO",Subject with no WUSTL affiliation located on campus.,Cleared By Arrest,250086,17170,,,,,,,,,,,,
33,"February 20, 2025",02/20/2025 at 8:00 AM,02/20/2025 at 6:00 AM,2025,Trespass,Trespassing,Charles F. Knight Exec Ed,Charles F Knight Exec Ed,"Charles F Knight Exec Ed, Washington University in St. Louis, MO",Subject with no WUSTL affiliation located on campus.,Cleared By Arrest,250081,17156,,,,,,,,,,,,
34,"February 19, 2025",02/23/2025 at 4:14 PM,02/19/2025 at 10:30 PM,2025,Larceny,Larceny,Sumers Rec Center,Sumers Rec Center,"Sumers Rec Center, Washington University in St. Louis, MO",Complainant reports theft of shoes.,Active,250090,17175,,,,,,,,,,,,
34,"February 19, 2025",02/19/2025 at 8:52 PM,02/19/2025 at 8:52 PM,2025,Trespass,Trespassing,Nami Ramen,Nami Ramen,"Nami Ramen, Washington University in St. Louis, MO",Subject with no WUSTL affiliation located on campus.,Cleared By Arrest,250080,17158,,,,,,,,,,,,
34,"February 19, 2025",02/19/2025 at 1:11 PM,02/19/2025 at 1:11 PM,2025,Harassment,Harassment,Danforth Campus,Danforth Campus,"6475 Forsyth Blvd, St. Louis, MO 63105",Complainant reports concerning contact.,Inactive,25-02-19-004724,27335,,,,,,,,,,,,
34,"February 18, 2025",02/18/2025 at 1:10 PM,02/18/2025 at 1:10 PM,2025,Trespass,Trespassing,Charles F. Knight Exec Ed,Charles F Knight Exec Ed,"Charles F Knight Exec Ed, Washington University in St. Louis, MO",Subject with no WUSTL affiliation located on campus.,Cleared By Arrest,250078,17135,,,,,,,,,,,,
34,"February 16, 2025",02/23/2025 at 6:05 PM,02/16/2025 at 6:00 PM,2025,Larceny,Larceny,Sumers Rec Center,Sumers Rec Center,"Sumers Rec Center, Washington University in St. Louis, MO",Complainant reports theft of shoes.,Active,250091,17177,,,,,,,,,,,,
34,"February 16, 2025",02/16/2025 at 4:07 PM,02/16/2025 at 4:07 PM,2025,Trespass,Trespassing,Knight Hall,Knight Center,"Knight Center, Washington University in St. Louis, MO",Subject with no WUSTL affiliation located on campus.,Cleared By Arrest,250075,17126,,,,,,,,,,,,
34,"February 14, 2025",02/14/2025 at 11:46 PM,02/14/2025 at 11:20 PM,2025,Larceny,Larceny,Koenig Dorm,Koenig Dorm,"Koenig House, Washington University in St. Louis, MO",Complainant reports theft of phone.,Unfounded; Returned To Owner,250073,17124,,,,,,,,,,,,
34,"February 14, 2025",02/14/2025 at 2:17 PM,02/14/2025 at 12:55 PM,2025,Motor Vehicle Theft,Stolen Vehicle,Simon Hall,Simon Hall,"Simon Hall, Washington University in St. Louis, MO",Complainant reports theft of electric bike.,Active,250072,17122,,,,,,,,,,,,
34,"February 13, 2025",02/13/2025 at 11:33 PM,02/13/2025 at 11:33 PM,2025,Trespass,Trespassing,Brown Hall,Brown Hall,"Brown Hall, Washington University in St. Louis, MO",Subject with no WUSTL affiliation located on campus.,Cleared By Arrest,250071,17120,,,,,,,,,,,,
34,"February 11, 2025",02/25/2025 at 3:45 PM,02/11/2025 at 11:16 AM,2025,Harassment,Harassment,Seigle Hall,Seigle Hall,"Seigle Hall, Washington University in St. Louis, MO",Complainant reports concerning communication.,Active,250095,17187,,,,,,,,,,,,
35,"February 10, 2025",02/10/2025 at 7:10 AM,02/10/2025 at 7:00 AM,2025,Trespass,Trespassing,Charles F. Knight Exec Ed,Charles F Knight Exec Ed,"Charles F Knight Exec Ed, Washington University in St. Louis, MO",Subject with no WUSTL affiliation located on campus.,Cleared By Arrest,250063,17116,,,,,,,,,,,,
35,"February 7, 2025",02/07/2025 at 1:41 PM,02/07/2025 at 1:41 PM,2025,Larceny,Larceny,Village House,Village House,"Village House, Washington University in St. Louis, MO",Complainant reports theft of bike.,Cleared By Arrest,250058,17105,,,,,,,,,,,,
35,"February 6, 2025",02/06/2025 at 11:42 PM,02/06/2025 at 10:00 PM,2025,Trespass,Trespassing,Goldfarb Hall,Goldfarb Hall,"Goldfarb Hall, Washington University in St. Louis, MO",Subject with no WUSTL affiliation located on campus.,Cleared By Arrest,250057,17097,,,,,,,,,,,,
35,"February 6, 2025",02/06/2025 at 11:42 PM,02/06/2025 at 10:00 PM,2025,Property Destruction,Property Destruction,Goldfarb Hall,Goldfarb Hall,"Goldfarb Hall, Washington University in St. Louis, MO",Complainant reports liquid damage.,Cleared By Arrest,250057,17100,,,,,,,,,,,,
35,"February 6, 2025",02/07/2025 at 4:47 PM,02/06/2025 at 6:30 PM,2025,Larceny,Larceny,DUC,Danforth University Center,"Danforth University Center, Washington University in St. Louis, MO",Complainant reports theft of wallet.,Unfounded,250060,17102,,,,,,,,,,,,
35,"February 6, 2025",02/06/2025 at 4:21 PM,02/06/2025 at 4:21 PM,2025,Larceny,Larceny,Olin Library,Olin Library,"1 Brookings Dr, St. Louis, MO 63130",Complainant reports theft of fanny pack.,Unfounded,250056,17095,,,,,,,,,,,,
35,"February 5, 2025",02/06/2025 at 9:40 AM,02/05/2025 at 9:00 PM,2025,Larceny,Larceny,Dauten Dorm,Dauten Dorm,"Dauten Hall, Washington University in St. Louis, MO",Complainant reports theft of bike.,Cleared By Arrest,250055,17093,,,,,,,,,,,,
35,"February 4, 2025",02/05/2025 at 3:13 PM,02/04/2025 at 5:00 PM,2025,Larceny,Larceny,Dauten Dorm,Dauten Dorm,"Dauten Hall, Washington University in St. Louis, MO",Complainant reports theft of bike.,Inactive,250054,17091,,,,,,,,,,,,
35,"February 4, 2025",02/18/2025 at 2:41 PM,02/04/2025 at 2:21 PM,2025,Fraud,Fraud,Danforth Campus,Danforth Campus,"6475 Forsyth Blvd, St. Louis, MO 63105",Complainant reports fraudulent wire transaction.,Active,250079,17138,,,,,,,,,,,,
35,"February 4, 2025",02/04/2025 at 6:27 PM,02/04/2025 at 2:00 PM,2025,Harassment,Harassment,Seigle Hall,Seigle Hall,"Seigle Hall, Washington University in St. Louis, MO",Complainant reports concerning communication.,Inactive,250052,17077,,,,,,,,,,,,
36,"February 4, 2025",02/07/2025 at 2:08 PM,02/04/2025 at 8:30 AM,2025,Larceny,Larceny,Athletic Complex,Athletic Complex,"Athletic Complex, Washington University in St. Louis, MO",Complainant reports theft of bike.,Cleared By Arrest,250059,17107,,,,,,,,,,,,
36,"February 1, 2025",02/02/2025 at 12:54 PM,02/01/2025 at 5:56 PM,2025,Fraud,Fraud,Mallinckrodt Center,Mallinckrodt Center,"Mallinckrodt Center, Washington University in St. Louis, MO",Complainant reports fraudulent exchange of goods.,Cleared By Arrest,250048,17064,,,,,,,,,,,,
36,"January 31, 2025",02/03/2025 at 6:11 PM,01/31/2025 at 9:00 PM,2025,Larceny,Larceny,Mallinckrodt Center,Mallinckrodt Center,"Mallinckrodt Center, Washington University in St. Louis, MO",Complainant reports theft of bike.,Inactive,250050,17069,,,,,,,,,,,,
36,"January 29, 2025",01/30/2025 at 11:17 AM,01/29/2025 at 2:30 PM,2025,Harassment,Harassment,Bears Den,Bears Den,"Bears Den (Danforth University Center), Washington University in St. Louis, MO",Complainant reports concerning communication.,Active,250041,17060,,,,,,,,,,,,
36,"January 28, 2025",01/28/2025 at 11:08 PM,01/28/2025 at 9:29 PM,2025,Property Destruction,Property Destruction,Snow Way Garage,Snow Way Garage,"Snow Way Garage, Washington University in St. Louis, MO",Subject broke gate arm.,Active,250038,17015,,,,,,,,,,,,
36,"January 25, 2025",01/31/2025 at 7:40 PM,01/25/2025 at 8:00 PM,2025,Larceny,Larceny,Millbrook Garage,Millbrook Garage,"Millbrook Garage, Washington University in St. Louis, MO",Complainant reports theft of vehicle tabs.,Inactive,250044,17062,,,,,,,,,,,,
36,"January 25, 2025",01/25/2025 at 3:29 PM,01/25/2025 at 2:45 PM,2025,Fraud,Fraud,Millbrook,Millbrook,"6926 Forest Park Pkwy, University City, MO 63130",Complainant reports attempted extortion through social media.,Active,250030,16948,,,,,,,,,,,,
36,"January 24, 2025",01/27/2025 at 5:14 PM,01/24/2025 at 11:48 AM,2025,Larceny,Larceny,Sumers Rec Center,Sumers Rec Center,"Sumers Rec Center, Washington University in St. Louis, MO",Complainant reports theft of packages.,Inactive,250034,16952,,,,,,,,,,,,
36,"January 22, 2025",01/22/2025 at 11:19 PM,01/22/2025 at 9:30 PM,2025,Larceny,Larceny,Athletic Complex,Athletic Complex,"Athletic Complex, Washington University in St. Louis, MO",Complainant reports theft of shoes.,Inactive,250025,16923,,,,,,,,,,,,
36,"January 22, 2025",01/22/2025 at 5:33 PM,01/22/2025 at 5:33 PM,2025,Larceny,Larceny,Wheeler House,Wheeler House,"Wheeler House, Washington University in St. Louis, MO",Complainant reports theft of bike.,Inactive,250024,16921,,,,,,,,,,,,
37,"January 20, 2025",01/20/2025 at 10:57 AM,01/20/2025 at 10:57 AM,2025,Trespass,Trespassing,Bauer Hall,Bauer Hall,"Bauer Hall, Washington University in St. Louis, MO",Subject with no WUSTL affiliation located on campus.,Cleared By Arrest,250019,16899,,,,,,,,,,,,
37,"January 17, 2025",01/17/2025 at 1:10 PM,01/17/2025 at 10:10 AM,2025,Harassment,Harassment,Danforth Campus,Danforth Campus,"6475 Forsyth Blvd, St. Louis, MO 63105",Complainant reports concerning communication.,Active,250013,16904,,,,,,,,,,,,
37,"January 15, 2025",04/15/2025 at 3:24 PM,01/15/2025 at 7:00 AM,2025,Harassment,Harassment,Village House,Village House,"Village House, Washington University in St. Louis, MO",Complainant reports concerning contact.,Inactive,250179,17463,,,,,,,,,,,,
37,"January 9, 2025",01/09/2025 at 2:04 AM,01/09/2025 at 2:04 AM,2025,Trespass,Trespassing,Bauer Hall,Bauer Hall,"Bauer Hall, Washington University in St. Louis, MO",Subject with no WUSTL affiliation located on campus.,Cleared By Arrest,250006,16893,,,,,,,,,,,,
37,"January 8, 2025",04/08/2025 at 11:41 AM,01/08/2025 at 11:41 AM,2025,Larceny,Larceny,AB Law,Anheuser-Busch Hall,"Anheuser-Busch Hall (Law School), Washington University in St. Louis, MO",Complainant reports theft of bike.,Active,250165,17429,,,,,,,,,,,,
37,"January 8, 2025",01/22/2025 at 3:28 PM,01/08/2025 at 9:00 AM,2025,Larceny,Larceny,Sever Hall,Sever Hall,"Sever Hall, Washington University in St. Louis, MO",Complainant reports theft of computer equipment.,Inactive,250023,16919,,,,,,,,,,,,
37,"January 1, 2025",01/21/2025 at 2:02 PM,01/01/2025 at 5:00 PM,2025,Larceny,Larceny,McMillan Hall,McMillan Hall,"McMillan Hall, Washington University in St. Louis, MO",Complainant reports theft of office items.,Inactive,250020,16906,,,,,,,,,,,,
37,"January 1, 2025",05/06/2025 at 12:03 PM,01/01/2025 at 12:03 PM,2025,Larceny,Larceny,McMillan Hall,McMillan Hall,"McMillan Hall, Washington University in St. Louis, MO",Complainant reports theft of bike.,Inactive,250234,17648,,,,,,,,,,,,
37,"December 31, 2024",12/31/2024 at 10:41 AM,12/31/2024 at 10:35 AM,2024,Trespass,Trespassing,Throop Drive,Throop Drive,"Throop Drive, St. Louis, MO",Subject with no WUSTL affiliation located on campus.,Cleared By Arrest,240520,16859,,,,,,,,,,,,
37,"December 27, 2024",12/27/2024 at 10:00 PM,12/27/2024 at 10:00 PM,2024,Trespass,Trespassing,Knight Hall,Knight Center,"Knight Center, Washington University in St. Louis, MO",Subject with no WUSTL affiliation located on campus.,Cleared By Arrest,240517,16857,,,,,,,,,,,,
38,"December 17, 2024",12/17/2024 at 8:08 PM,12/17/2024 at 8:08 PM,2024,Property Destruction,Property Destruction,Millbrook Garage,Millbrook Garage,"Millbrook Garage, Washington University in St. Louis, MO",Driver hit and broke gate arm.,Exceptional Clearance,240506,16855,,,,,,,,,,,,
38,"December 17, 2024",01/16/2025 at 2:53 PM,12/17/2024 at 7:00 PM,2024,Larceny,Larceny,Zetcher House,Zetcher House,"Zetcher House, Washington University in St. Louis, MO",Complainant reports theft of bike.,Active,250010,16895,,,,,,,,,,,,
38,"December 17, 2024",01/16/2025 at 5:08 PM,12/17/2024 at 12:00 PM,2024,Larceny,Larceny,Dardick House,Dardick House,"Dardick House, Washington University in St. Louis, MO",Complainant reports theft of bike.,Cleared By Arrest,250010,16897,,,,,,,,,,,,
38,"December 11, 2024",12/11/2024 at 11:16 PM,12/11/2024 at 11:16 PM,2024,Trespass,Trespassing,Olin Library,Olin Library,"1 Brookings Dr, St. Louis, MO 63130",Subject with no WUSTL affiliation located on campus.,Cleared By Arrest,240498,16753,,,,,,,,,,,,
38,"December 8, 2024",12/11/2024 at 11:18 AM,12/08/2024 at 11:57 AM,2024,Fraud,Fraud,Mallinckrodt Center,Mallinckrodt Center,"Mallinckrodt Center, Washington University in St. Louis, MO",Complainant reports fraudulent Bear Bucks transactions.,Cleared By Arrest,240494,16751,,,,,,,,,,,,
38,"December 6, 2024",12/06/2024 at 8:44 PM,12/06/2024 at 8:49 PM,2024,Attempted Motor Vehicle Theft,Attempted Motor Vehicle Theft,Forest Park Parkway,Forest Park Parkway,"Forest Park Parkway, St. Louis, MO",Complainant reports attempted theft of motor vehicle.,Active,240487,16736,,,,,,,,,,,,
38,"December 4, 2024",12/05/2024 at 9:39 AM,12/04/2024 at 8:30 PM,2024,Property Destruction,Property Destruction,Hurd Dorm,Hurd Dorm,"Hurd Hall, Washington University in St. Louis, MO",Complainant reports damage to bike alarm.,Closed,240482,16697,,,,,,,,,,,,
38,"December 2, 2024",12/02/2024 at 1:41 PM,12/02/2024 at 1:41 PM,2024,Trespass,Trespassing,Kaldi's Coffee,Kaldi's Coffee,"Kaldi's Coffee, Washington University in St. Louis, MO",Subject with no WUSTL affiliation located on campus.,Active,240479,16685,,,,,,,,,,,,
38,"November 29, 2024",11/30/2024 at 11:59 AM,11/29/2024 at 11:00 AM,2024,Motor Vehicle Theft,Stolen Vehicle,Millbrook,Millbrook,"6926 Forest Park Pkwy, University City, MO 63130",Complainant reports theft of electric bike.,Active,240478,16676,,,,,,,,,,,,
38,"November 25, 2024",11/25/2024 at 12:41 PM,11/25/2024 at 12:41 PM,2024,Property Destruction,Property Destruction,Shepley Garage,Shepley Garage,"Shepley Garage, Washington University in St. Louis, MO",Complainant reports graffiti on infrastructure.,Active,240475,16672,,,,,,,,,,,,
39,"November 21, 2024",11/21/2024 at 4:35 PM,11/21/2024 at 11:00 AM,2024,Larceny,Larceny,Givens Hall,Givens Hall,"Givens Hall, Washington University in St. Louis, MO",Complainant reports theft of bike.,Active,240470,16654,,,,,,,,,,,,
39,"November 19, 2024",11/21/2024 at 3:29 PM,11/19/2024 at 3:29 PM,2024,Larceny,Larceny,Village House,Village House,"Village House, Washington University in St. Louis, MO",Complainant reports theft of bike.,Active,240469,16651,,,,,,,,,,,,
39,"November 18, 2024",11/22/2024 at 4:22 PM,11/18/2024 at 11:13 PM,2024,Larceny,Larceny,Sumers Rec Center,Sumers Rec Center,"Sumers Rec Center, Washington University in St. Louis, MO",Complainant reports theft of sneakers.,Active,240472,16670,,,,,,,,,,,,
39,"November 17, 2024",11/18/2024 at 4:29 PM,11/17/2024 at 5:30 PM,2024,Fraud,Fraud,AB Law,Anheuser-Busch Hall,"Anheuser-Busch Hall (Law School), Washington University in St. Louis, MO",Complainant reports attempted extortion through social media.,Active,240464,16645,,,,,,,,,,,,
39,"November 17, 2024",05/16/2025 at 11:23 AM,11/17/2024 at 12:00 AM,2024,Harassment,Harassment,Danforth Campus,Danforth Campus,"6475 Forsyth Blvd, St. Louis, MO 63105",Complainant reports concerning communciation.,Pending,250264,20790,,,,,,,,,,,,
39,"November 14, 2024",11/14/2024 at 12:05 PM,11/14/2024 at 11:30 AM,2024,Trespass,Trespassing,Mallinckrodt Center,Mallinckrodt Center,"Mallinckrodt Center, Washington University in St. Louis, MO",Subject with no WUSTL affiliation located on campus.,Active,240459,16642,,,,,,,,,,,,
