Page,Date,Time_Reported,Time_Occurred,Incident_Type,Location,Synopsis,Disposition,Report_Number,Post_ID,,,,,,,,,,,,,,,,
80,"November 4, 2020",11/05/2020 at 12:21 AM,11/04/2020 at 10:00 AM,Larceny,DUC,Complainant reports a missing bike from either the DUC or from the art school. Unknown if it was locked or which location. Loss $450,Inactive,200136,7571,,,,,,,,,,,,,,,,
81,"November 2, 2020",11/04/2020 at 5:34 PM,11/02/2020 at 3:30 PM,Larceny,Givens,Complainant reports the theft of a laptop left unsecured and unattended in a common area of Givens Hall. Loss $2049,Inactive,200135,7547,,,,,,,,,,,,,,,,
81,"October 30, 2020",11/02/2020 at 11:18 AM,10/30/2020 at 12:00 PM,Larceny,Frat 22,"Complainant reports the theft of a coat left in an unsecured, unused room. Loss $200",Inactive,200132,7541,,,,,,,,,,,,,,,,
81,"October 28, 2020",10/28/2020 at 3:55 PM,10/28/2020 at 3:35 PM,Vandalism,Olin Library,Subjects spray painted the statue during a protest. Loss $1000,Referred to Judicial,200125,7514,,,,,,,,,,,,,,,,
81,"October 25, 2020",10/25/2020 at 1:24 AM,10/25/2020 at 1:20 AM,Fire,Village House Dock,Small fire in a recycling bin was extinguished by Bon Appetit pouring water on it.,Closed,200124,7520,,,,,,,,,,,,,,,,
81,"October 17, 2020",10/19/2020 at 1:58 PM,10/17/2020 at 1:00 PM,Larceny,AB Law,Complainant reports his bike stolen from the racks on the south side. Loss $40,Inactive,200120,7433,,,,,,,,,,,,,,,,
81,"October 13, 2020",,10/13/2020 at 10:30 AM,Security Memo-Burglary,6600 blk Kingsbury,,,,8674,,,,,,,,,,,,,,,,
81,"October 8, 2020",10/28/2020 at 8:19 PM,10/08/2020 at 5:00 PM,Larceny,Gregg Hall,Complainant bike stolen from the Bears Bike rack near Gregg Dorm. Loss $350,Inactive,200126,7508,,,,,,,,,,,,,,,,
81,"October 8, 2020",10/28/2020 at 8:19 PM,10/08/2020 at 5:00 PM,Larceny,Gregg,Complainant reports her bicycle missing from Bears Bikes. Loss $350,Inactive,200126,7532,,,,,,,,,,,,,,,,
81,"October 5, 2020",10/08/2020 at 5:19 PM,10/05/2020 at 3:00 PM,Larceny,Liggett Dorm,Complainant reports the theft of a bicycle. Loss $240,Inactive,200117,7412,,,,,,,,,,,,,,,,
81,"October 1, 2020",10/04/2020 at 11:47 AM,10/01/2020 at 10:00 PM,Larceny,Fraternity House 1,Complainants reports the theft of items from the common room. Loss $441,Inactive,200113,7400,,,,,,,,,,,,,,,,
82,"September 27, 2020",10/03/2020 at 12:25 PM,09/27/2020 at 12:00 PM,Larceny,Chiller Plant,Complainant reports the theft of a bicycle. Loss $500,Inactive,200114,7406,,,,,,,,,,,,,,,,
82,"September 22, 2020",09/23/2020 at 2:11 PM,09/22/2020 at 7:30 PM,Larceny,Chiller Plant,Student reports a stolen bike. Loss $500,Cleared by arrest,200107,7334,,,,,,,,,,,,,,,,
82,"September 22, 2020",09/25/2020 at 2:13 PM,09/22/2020 at 8:00 AM,Larceny,Green Hall,Student reports the theft of a bicycle. Loss $200,Inactive,200111,7346,,,,,,,,,,,,,,,,
82,"September 19, 2020",09/22/2020 at 9:54 AM,09/19/2020 at 6:00 PM,Larceny,Danforth Dorm,Student reports his bicycle stolen. Loss $460,Inactive,200104,7316,,,,,,,,,,,,,,,,
82,"September 18, 2020",09/22/2020 at 2:30 PM,09/18/2020 at 5:20 PM,Larceny,Chiller Plant,Student reports his bicycle stolen. Loss $700,Inactive,200105,7310,,,,,,,,,,,,,,,,
82,"September 18, 2020",09/18/2020 at 6:21 PM,09/18/2020 at 5:15 PM,Larceny,Village House,Complainant reports the theft of an unsecured bike. Loss $550,Inactive,200100,7304,,,,,,,,,,,,,,,,
82,"September 14, 2020",09/19/2020 at 6:11 PM,09/14/2020 at 6:11 PM,Larceny,Frat #2,Complainant reports the theft of a punching bag from under the rear stairs. Loss $120,"Cleared, property recovered",200101,7298,,,,,,,,,,,,,,,,
82,"September 4, 2020",09/14/2020 at 2:22 PM,09/04/2020 at 5:30 PM,Larceny,Crow Hall,Complainant reported property stolen from an unlocked office. Loss amount is unknown due to age of the items.,Inactive,200096,7289,,,,,,,,,,,,,,,,
82,"August 10, 2020",08/11/2020 at 6:08 PM,08/10/2020 at 1:00 PM,Larceny,Lopata House,Complainant reports his cable lock cut and bike stolen. Loss $400,Inactive,200085,7142,,,,,,,,,,,,,,,,
82,"August 5, 2020",08/06/2020 at 4:38 AM,08/05/2020 at 11:00 PM,Larceny,Simon,Two WFF workers in the building. One stole a purse belonging to the other. Property recovered.,Cleared,200084,7136,,,,,,,,,,,,,,,,
83,"July 24, 2020",07/24/2020 at 12:27 AM,07/24/2020 at 12:27 AM,Robbery,600 blk Westgate,"At approximately 12:27 a.m., a Washington University student reported that he parked his car in a private driveway near the 600 block of Westgate Ave. The student was accompanied by a female roommate, not affiliated with the university. The student said that when he and his roommate exited his vehicle, they were approached by two male subjects wearing ""Ski-masks"". One of the subjects displayed a hand gun and demanded the student and his roommate's property. The student gave the subjects his car keys. The subjects got in the student's vehicle which contained the student's wallet. the two subjects then drove off in the student’s vehicle, last seen heading west on Delmar Ave. 

No injuries were reported.",University City investigating,20-07-24-031740,7127,,,,,,,,,,,,,,,,
83,"July 7, 2020",07/08/2020 at 8:42 AM,07/07/2020 at 11:07 PM,Burglary,Frat House 6,Subjects made entry by removing door panel. Unknown items stolen. One suspect arrested,Cleared by arrest,200079,7091,,,,,,,,,,,,,,,,
83,"July 6, 2020",07/08/2020 at 10:23 AM,07/06/2020 at 12:27 AM,Larceny,Millbrook 4,Unsecured bicycle stolen. Loss $100,"Closed, Property Recovered",200080,7097,,,,,,,,,,,,,,,,
83,"July 4, 2020",07/06/2020 at 7:07 AM,07/04/2020 at 12:10 AM,Burglary,DUC,Unknown suspect stolen food and drink items from Ibbys. Loss $560,Cleared by arrest,200078,7079,,,,,,,,,,,,,,,,
83,"June 16, 2020",06/16/2020 at 12:31 PM,06/16/2020 at 6:15 AM,Larceny,Steinberg,"Theft of two bicycles, no victimsidentified at this time. Loss $499",Closed,200075,7040,,,,,,,,,,,,,,,,
83,"June 10, 2020",06/10/2020 at 10:15 PM,06/10/2020 at 10:15 PM,Robbery,700 blk Heman,Student reported that after she parked her car she was approached by two subjects who demanded money. Subject threw her keys and ran. Suspects took the victims vehicle. U. City is investigating.,Referred to UCPD,20-06-10-025664,7007,,,,,,,,,,,,,,,,
83,"June 7, 2020",06/07/2020 at 5:49 PM,06/07/2020 at 5:43 PM,Larceny,Hall Circle,Complainant reports two containers of clothing and a wallet were stolen from an unlocked vehicle. Loss estimated at $1000,Closed,200073,6992,,,,,,,,,,,,,,,,
83,"June 1, 2020",08/18/2021 at 4:30 PM,06/01/2020 at 8:00 AM,Larceny,DUC,Artwork missing from an unused office over the past year. Loss $3000,Unfounded,210078,8878,,,,,,,,,,,,,,,,
83,"May 22, 2020",09/04/2020 at 12:33 PM,05/22/2020 at 9:00 AM,Larceny,Umrath House,Complainant reports a bike missing within the last 3 months. Loss $300,Inactive,200091,7262,,,,,,,,,,,,,,,,
83,"May 9, 2020",05/15/2020 at 2:43 PM,05/09/2020 at 12:01 AM,Larceny,Shepley Dorm,Unsecured bike stolen. Loss $600,Inactive,200072,6878,,,,,,,,,,,,,,,,
84,"April 30, 2020",05/03/2020 at 1:41 PM,04/30/2020 at 3:35 PM,Stolen Vehicle,East End Garage,Golf cart stolen from the garage and recovered in Forest Park.,Closed,200069,6842,,,,,,,,,,,,,,,,
84,"April 29, 2020",04/29/2020 at 3:18 PM,04/29/2020 at 2:48 PM,Larceny,Shepley Dr.,Student was selling his game system to a buyer who drove off without paying. Loss $428,Cleared,200067,6833,,,,,,,,,,,,,,,,
84,"April 9, 2020",04/19/2020 at 10:15 AM,04/09/2020 at 8:00 AM,Larceny,Lien,Student reports an envelope containing $100 is missing from her room.,Inactive,200063,6818,,,,,,,,,,,,,,,,
84,"March 13, 2020",04/03/2020 at 2:31 PM,03/13/2020 at 3:00 PM,Larceny,Umrath,Complainant reports bike was missing from the rack after being secured with a cable lock. Loss $300,Closed,200062,6809,,,,,,,,,,,,,,,,
84,"March 9, 2020",03/09/2020 at 11:35 PM,03/09/2020 at 10:00 PM,Sexual Assault,South 40 Housing,Complainant reports a sexual assault.,Cleared,200055,6746,,,,,,,,,,,,,,,,
84,"March 8, 2020",09/10/2020 at 3:40 PM,03/08/2020 at 3:00 PM,Larceny,Wheeler House,Complainant reports a missing bike which occurred during the last several months. Loss $130,Inactive,200092,7280,,,,,,,,,,,,,,,,
84,"March 6, 2020",08/18/2020 at 3:41 PM,03/06/2020 at 6:00 PM,Larceny,Lien,Complainant unable to locate bike after being away from campus since March. Loss $100,Closed,200088,7157,,,,,,,,,,,,,,,,
84,"March 6, 2020",06/13/2020 at 3:15 PM,03/06/2020 at 5:00 PM,Larceny,House #11,Complainant reported a missing jersey and Bluetooth speaker. Loss $230,Inactive,200074,7013,,,,,,,,,,,,,,,,
84,"March 6, 2020",03/06/2020 at 11:39 PM,03/06/2020 at 3:52 PM,Larceny,Whitaker,Complainant reports unsecured bicycle stolen. Loss $500,Cleared by arrest,200054,6707,,,,,,,,,,,,,,,,
84,"March 6, 2020",09/11/2020 at 4:46 PM,03/06/2020 at 12:00 PM,Larceny,Village House,Complainant reports a missing bike which occurred during the last several months. Loss $400,Inactive,200093,7274,,,,,,,,,,,,,,,,
85,"March 6, 2020",09/23/2020 at 2:36 PM,03/06/2020 at 12:00 PM,Larceny,South 40 House,Student reports a stolen bike during the last 7 months. Loss $350,Inactive,200106,7328,,,,,,,,,,,,,,,,
85,"March 6, 2020",09/24/2020 at 11:02 AM,03/06/2020 at 12:00 PM,Larceny,South 40 House,Student reports a bike stolen over the last several months. Loss $700,Inactive,200108,7352,,,,,,,,,,,,,,,,
85,"March 5, 2020",03/06/2020 at 4:00 PM,03/05/2020 at 1:55 PM,Larceny,Bears Den,"Bon Appetit employee reports cash taken from an unattended, unsecured bookbag. Loss $500",Closed,200053,6713,,,,,,,,,,,,,,,,
85,"March 5, 2020",06/16/2020 at 4:52 PM,03/05/2020 at 12:00 PM,Larceny,Mudd Dorm,Complainant reports money missing. Loss $1000,Inactive,200076,7046,,,,,,,,,,,,,,,,
85,"March 3, 2020",03/03/2020 at 3:28 PM,03/03/2020 at 1:00 PM,Larceny,Rudolph Hall,Backpack taken from unsecured office. Loss $501,Inactive,200051,6659,,,,,,,,,,,,,,,,
85,"March 3, 2020",03/03/2020 at 6:50 PM,03/03/2020 at 8:53 AM,Larceny,DUC,Unattended cell phone taken from a charging station. Loss $96,Inactive,200052,6653,,,,,,,,,,,,,,,,
85,"March 2, 2020",03/02/2020 at 4:34 PM,03/02/2020 at 3:40 PM,Larceny,Wrighton Hall,Backpack stolen from unsecured locker. Loss $408,Closed,200047,6671,,,,,,,,,,,,,,,,
85,"March 1, 2020",03/02/2020 at 6:00 PM,03/01/2020 at 5:00 PM,Larceny,Mudd Dorm,Unsecured bicycle stolen from bike rack. Loss $100,Unfounded,200049,6665,,,,,,,,,,,,,,,,
85,"March 1, 2020",10/29/2020 at 3:24 PM,03/01/2020 at 5:00 PM,Larceny,Gregg,Complainant reports her bicycle missing during the above time. Loss $200,Inactive,200130,7526,,,,,,,,,,,,,,,,
85,"February 28, 2020",02/28/2020 at 10:23 PM,02/28/2020 at 10:20 PM,Robbery,6111 Pershing,"At approximately 10:20 pm, two students were standing near the street in the 6100 block of Pershing, near Rosedale Avenue. Two subjects approached the students displaying handguns and demanded the students’ property. The students gave the subjects their cell phones, wallets and car keys. One of the subjects then struck one of the students in the face, knocking him to the ground. Both subjects entered the student’s vehicle and drove off, last seen heading west on Pershing Ave",Pending,20-02-28-008689,6563,,,,,,,,,,,,,,,,
86,"February 25, 2020",02/25/2020 at 6:57 PM,02/25/2020 at 12:51 PM,Larceny,Schnuck,Unsecured bicycle stolen. Loss $650,Cleared by arrest,200041,6521,,,,,,,,,,,,,,,,
86,"February 24, 2020",02/29/2020 at 5:13 PM,02/24/2020 at 8:00 PM,Larceny,Frat 11,Complainant reports the theft of a Nintendo Switch. Loss $360,Inactive,200043,6575,,,,,,,,,,,,,,,,
86,"February 23, 2020",02/29/2020 at 6:10 PM,02/23/2020 at 11:00 PM,Larceny,Dauten Dorm,Complainant reports the theft of his Nintendo Switch. Loss $300,Closed,200044,6569,,,,,,,,,,,,,,,,
86,"February 20, 2020",02/21/2020 at 2:05 PM,02/20/2020 at 6:00 PM,Larceny,Duncker,Complainant reports the theft of wine from the kitchen area. Loss $28,Inactive,200037,6530,,,,,,,,,,,,,,,,
86,"February 15, 2020",02/15/2020 at 11:57 PM,02/15/2020 at 11:55 PM,Domestic Violence,Millbrook,Altercation between a student couple.,Referred to JA,200032,6458,,,,,,,,,,,,,,,,
86,"February 13, 2020",02/13/2020 at 11:36 AM,02/13/2020 at 8:15 AM,Larceny,Givens,Complainant reports the theft of her unsecured laptop which was left unattended. Loss $525,Inactive,200031,6464,,,,,,,,,,,,,,,,
86,"February 10, 2020",02/13/2020 at 10:26 AM,02/10/2020 at 10:26 AM,Larceny,Givens,"Students unattended, unsecured laptop was stolen. Loss $2500",Inactive,200029,6470,,,,,,,,,,,,,,,,
86,"February 9, 2020",02/09/2020 at 9:20 PM,02/09/2020 at 7:15 PM,Larceny,Snowway Garage,Complainant gave a ride to two subjects who approached her in the garage. While in the vehicle the subjects stole her credit card and used same at the MetroLink.,Inactive,200023,6350,,,,,,,,,,,,,,,,
86,"February 9, 2020",,02/09/2020 at 12:30 AM,Aggravated Assault,Delmar & Westgate,,,,6362,,,,,,,,,,,,,,,,
86,"February 9, 2020",02/09/2020 at 12:30 AM,02/09/2020 at 12:30 AM,Aggravated Assault,Delmar & Westgate,At approximately 12:30 a.m. an assault took place near Delmar and West Gate. The incident involved a male Washington University student. The student was walking west along the north side of Delmar when a male subject ran towards him and “slashed” him once with an unknown sharp object. The subject yelled something unintelligible during the attack and then continued to run east. The student received minor injuries.,Pending,,6368,,,,,,,,,,,,,,,,
87,"February 8, 2020",02/08/2020 at 1:36 AM,02/08/2020 at 1:31 AM,Assault 3rd,Sigma Nu,Assault 3rd with injuries.,Cleared,200025,6383,,,,,,,,,,,,,,,,
87,"February 6, 2020",02/10/2020 at 3:53 PM,02/06/2020 at 6:00 PM,Larceny,Olin Library,Complainant reported theft of headphones and laptop charger left unattended overnight in a study area. Loss $135. Items later located,Unfounded,200024,6389,,,,,,,,,,,,,,,,
87,"January 29, 2020",01/29/2020 at 8:59 PM,01/29/2020 at 8:00 PM,Robbery-Cleared by arrest,400 block Kingsland,Student robbed from behind as he was walking on Kingsland. University City Police are investigating,Cleared By Arrest,20-01-29-003912,6295,,,,,,,,,,,,,,,,
87,"January 27, 2020",02/04/2020 at 2:38 PM,01/27/2020 at 8:00 AM,Larceny,January Hall,Person(s) unknown stole a planter with a plant from the reception area near room 100. Loss $100,Closed,200021,6356,,,,,,,,,,,,,,,,
87,"January 19, 2020",01/21/2020 at 11:03 AM,01/19/2020 at 12:00 PM,Larceny,Millbrook 2,Complainant reports the theft of an unsecured bicycle. Loss $150,Inactive,200007,6193,,,,,,,,,,,,,,,,
87,"December 31, 2019",01/08/2020 at 7:30 AM,12/31/2019 at 12:00 PM,Larceny,Compton Hall,Theft of an unsecured construction tool box owned by MCI. Loss $1040,Cleared by arrest,200001,6181,,,,,,,,,,,,,,,,
87,"December 26, 2019",12/26/2019 at 12:56 AM,12/26/2019 at 12:56 AM,Larceny,Mallinckrodt,Suspect was arrested inside a WU vehicle.,Cleared by arrest,190247,6046,,,,,,,,,,,,,,,,
87,"December 18, 2019",01/10/2020 at 4:18 PM,12/18/2019 at 2:00 PM,Larceny,Fraternity House 2,Complainant reports the theft of a coat from the Oak room. Loss $300,Inactive,200004,6187,,,,,,,,,,,,,,,,
87,"December 15, 2019",12/15/2019 at 4:36 PM,12/15/2019 at 4:32 PM,Larceny,Mallinckrodt Bookstore,Bookstore employee reports a shoplifting. Loss $55,Cleared by arrest,190238,6013,,,,,,,,,,,,,,,,
87,"December 13, 2019",12/14/2019 at 4:34 PM,12/13/2019 at 10:00 PM,Larceny,Fraternity House 11,"Complainant reports the theft of cash from an unattended, unsecured wallet left in the common room. Loss $550",Closed,190236,6019,,,,,,,,,,,,,,,,
88,"December 13, 2019",12/13/2019 at 7:15 PM,12/13/2019 at 3:30 PM,Larceny,Olin Library,Complainant reports the theft of his unsecured bicycle. Loss $700,Cleared by arrest,190235,6025,,,,,,,,,,,,,,,,
88,"December 11, 2019",12/11/2019 at 7:54 AM,12/11/2019 at 7:54 AM,Burglary,DUC,Subject previously arrested was located in the DUC with stolen property.,Cleared by arrest,190232,5974,,,,,,,,,,,,,,,,
88,"December 10, 2019",12/10/2019 at 12:42 AM,12/10/2019 at 12:42 AM,Burglary,DUC,Subject found sleeping in the building had stolen items in his possession.,Cleared by arrest,190229,5983,,,,,,,,,,,,,,,,
88,"December 6, 2019",12/09/2019 at 1:39 PM,12/06/2019 at 6:00 PM,Burglary,DUC,Complainant reports equipment missing from the media center. Loss $499,Cleared by arrest,190230,5968,,,,,,,,,,,,,,,,
88,"December 4, 2019",12/04/2019 at 4:35 AM,12/04/2019 at 4:25 AM,Larceny,Olin Library,Complainant left her iPad unsecured and left the area. When she returned several items had been stolen. Loss 801,"Cleared by arrest, property recovered",190225,5866,,,,,,,,,,,,,,,,
88,"December 3, 2019",12/03/2019 at 12:38 PM,12/03/2019 at 8:30 AM,Larceny,Lopata Hall,Complainant reports his unsecured bicycle stolen. Loss $600,Cleared by arrest,190223,5860,,,,,,,,,,,,,,,,
88,"December 2, 2019",12/03/2019 at 9:52 AM,12/02/2019 at 6:00 PM,Larceny,Brauer Hall,Complainant reports Bose headphones stolen from the graduate students shared office. Loss $300,Inactive,190222,5854,,,,,,,,,,,,,,,,
88,"December 2, 2019",12/16/2019 at 11:20 AM,12/02/2019 at 10:15 AM,Larceny,McMillan,Complainant reports the theft of an unsecured bicycle. Loss $120,Closed,190239,6007,,,,,,,,,,,,,,,,
88,"November 27, 2019",12/04/2019 at 12:46 PM,11/27/2019 at 6:00 PM,Burglary,DUC,Gaming systems stolen from the fun room. Loss $1550,Cleared by arrest,190226,5872,,,,,,,,,,,,,,,,
88,"November 25, 2019",11/30/2019 at 1:35 PM,11/25/2019 at 4:00 PM,Larceny,Gregg Dorm,Unsecured bicycle stolen. Loss $140,Inactive,190220,5743,,,,,,,,,,,,,,,,
89,"November 24, 2019",11/25/2019 at 1:43 AM,11/24/2019 at 4:00 AM,Larceny,Village House,Complainant reported that items were taken from the community refrigerator. Loss $10,Inactive,190217,5680,,,,,,,,,,,,,,,,
89,"November 22, 2019",12/23/2019 at 1:07 PM,11/22/2019 at 12:00 PM,Larceny,DUC,Hard drive missing from the Harvey Media Center. Loss $700,Inactive,190245,6055,,,,,,,,,,,,,,,,
89,"November 22, 2019",11/22/2019 at 9:24 AM,11/22/2019 at 6:30 AM,Larceny,Bixby,Construction worker reported the theft of a unattended bag from the entrance to the east end construction site. Loss $220,Inactive,190215,5686,,,,,,,,,,,,,,,,
89,"November 8, 2019",11/08/2019 at 11:34 PM,11/08/2019 at 11:34 PM,Larceny,Hall Circle,"Initially an unsecured bicycle was stolen, but when a witness reported the theft and officers arrived the suspect dropped the bike on Forest Park Parkway and entered the Metrolink tunnel.",Inactive,190206,5517,,,,,,,,,,,,,,,,
89,"November 8, 2019",11/09/2019 at 1:59 PM,11/08/2019 at 5:00 PM,Institutional Vandalism,Crow Hall,"Person(s) unknown threw a fire extinguisher at a glass door, shattering same.",Inactive,190208,5505,,,,,,,,,,,,,,,,
89,"November 7, 2019",11/07/2019 at 10:47 PM,11/07/2019 at 10:47 PM,Larceny,Knight Center,"Student stole a campus sign, which was recovered near Snowway Garage.","Recovered, Cleared referred to JA",190205,5523,,,,,,,,,,,,,,,,
89,"November 2, 2019",11/02/2019 at 10:06 AM,11/02/2019 at 1:33 AM,Institutional Vandalism,Knight Center,4 students intentionally damaged a sign by forcefully removing it.,"Cleared, referred to Judicial",190207,5511,,,,,,,,,,,,,,,,
89,"October 25, 2019",10/25/2019 at 5:31 PM,10/25/2019 at 5:21 PM,Larceny,Jubel,Complainant reports the theft of an unsecured backpack containing a laptop. Loss $1052,Cleared by arrest,190196,5308,,,,,,,,,,,,,,,,
89,"October 23, 2019",10/23/2019 at 10:53 PM,10/23/2019 at 8:00 PM,Larceny,Bears Den,Complainant reported his unsecured laptop stolen from the Bon Appetit locker room. Loss pending,Unfounded,190192,5281,,,,,,,,,,,,,,,,
89,"October 22, 2019",10/22/2019 at 4:41 PM,10/22/2019 at 1:00 PM,Larceny,Seigle,Complainant reports her unsecured property stolen from an open office space. Loss $390,Closed,190190,5287,,,,,,,,,,,,,,,,
90,"October 11, 2019",10/11/2019 at 8:48 AM,10/11/2019 at 4:31 AM,Larceny,Hall Circle,Complainant reports her vehicle ransacked with personal items stolen. Loss $15,Inactive,190184,5227,,,,,,,,,,,,,,,,
90,"October 1, 2019",10/02/2019 at 6:20 PM,10/01/2019 at 6:30 PM,Larceny,College Hall,Complainant reports the theft of an unsecured bicycle. Loss $225,Inactive,190179,5110,,,,,,,,,,,,,,,,
90,"September 23, 2019",09/23/2019 at 5:20 PM,09/23/2019 at 5:00 PM,Larceny,Umrath House,Complainant reports the theft of a prize wheel. Loss $150,"Recovered, Cleared referred to JA",190174,5008,,,,,,,,,,,,,,,,
90,"September 23, 2019",09/24/2019 at 3:58 PM,09/23/2019 at 2:30 PM,Larceny,Rebstock,Complainant reports the theft of an unsecured bicycle. Loss $50,Unfounded,190176,5014,,,,,,,,,,,,,,,,
90,"September 19, 2019",09/19/2019 at 11:33 AM,09/19/2019 at 11:30 AM,Domestic Violence,Forest Park Parkway/Hoyt,Minor disturbance between contract worker and their partner.,Cleared,190168,5002,,,,,,,,,,,,,,,,
90,"September 16, 2019",09/16/2019 at 4:20 PM,09/16/2019 at 4:20 PM,Stalking,Danforth Campus,Complainant reported another student stalking her.,Cleared,190166,4990,,,,,,,,,,,,,,,,
90,"September 16, 2019",09/16/2019 at 8:38 AM,09/16/2019 at 9:45 AM,Weapon Violation,Throop Dr.,Report received that a contract employee possibly had a firearm in his backpack on campus. WUPD officers located the subject who admitted to having guns that he didn’t want to leave in a friend’s vehicle so he placed them in his backpack. Firearms seized.,"Cleared, referred to Prosecuting Attorney",190165,4894,,,,,,,,,,,,,,,,
90,"September 9, 2019",09/09/2019 at 5:51 PM,09/09/2019 at 2:00 PM,Larceny,McDonnell Hall,Complainant reports the theft of cash from his lost wallet when it was returned. Loss $100,Closed,190158,4792,,,,,,,,,,,,,,,,
90,"September 9, 2019",09/09/2019 at 1:04 PM,09/09/2019 at 11:49 AM,Larceny,Olin Library,Complainant reports the theft of an unsecured bicycle. Loss $260,Cleared by arrest,190157,4786,,,,,,,,,,,,,,,,
90,"September 1, 2019",09/01/2019 at 5:09 PM,09/01/2019 at 5:09 PM,Harassment,Eliot,Complainant reports on issues with another student.,Cleared,190167,4996,,,,,,,,,,,,,,,,
91,"September 1, 2019",09/01/2019 at 2:16 AM,09/01/2019 at 2:16 AM,Assault 3rd,Nemerov Hall,Intoxicated student assaulted first responders.,Cleared,190156,4798,,,,,,,,,,,,,,,,
91,"August 30, 2019",09/02/2019 at 10:33 PM,08/30/2019 at 2:30 PM,Stalking,Olin Library,Complainant reports another student stalking her.,Inactive,190151,4774,,,,,,,,,,,,,,,,
91,"August 28, 2019",08/29/2019 at 4:21 PM,08/28/2019 at 3:00 PM,Larceny,Steinberg,Complainant reports an unsecured camera stolen from the design studio. Loss $450,Inactive,190149,4447,,,,,,,,,,,,,,,,
91,"August 27, 2019",08/28/2019 at 6:52 PM,08/27/2019 at 8:00 AM,Larceny,Givens Hall,"Complainant reports the loss of ear buds, headphones and cash from an unattended backpack. Loss $430",Inactive,190147,4363,,,,,,,,,,,,,,,,
91,"August 27, 2019",09/16/2019 at 4:20 PM,08/27/2019 at 12:00 AM,Stalking,Multiple Locations,Complainant is being stalked by another student.,Inactive,190166,4888,,,,,,,,,,,,,,,,
